date,open,high,low,close,volume,market_cap,daily_return,log_return,volatility
2022-09-02,1157.36,1156.61,1148.94,1156.31,72120,83393077.2,-0.031249738189190746,-0.03174842805829759,0.04041866433984955
2022-09-03,1146.97,1160.8,1133.72,1147.77,11988,13759466.76,-0.007385562695125025,-0.0074129709971613765,0.0371948179524788
2022-09-04,1113.18,1108.11,1092.62,1099.79,24256,26676506.24,-0.0418028002125862,-0.042701676904935204,0.04898498936253984
2022-09-05,1068.94,1073.72,1069.5,1068.61,97728,104433118.07999998,-0.028350866983696932,-0.028760513951652814,0.05101252718649681
2022-09-06,1081.21,1092.51,1067.66,1084.32,38230,41453553.599999994,0.014701340994375922,0.014594323869362963,0.05118071187645069
2022-09-07,1101.09,1106.2,1094.68,1100.54,69778,76793480.12,0.014958683783385052,0.014847906033120974,0.059991016735764256
2022-09-08,1109.5,1122.08,1103.14,1109.55,55833,61949505.15,0.008186890072146458,0.00815355928106268,0.0634574563754866
2022-09-09,1080.76,1108.79,1084.28,1090.71,32625,35584413.75,-0.016979856698661533,-0.017125667385370857,0.059273777490246204
2022-09-10,1092.29,1104.38,1079.95,1090.25,42088,45886442.0,-0.0004217436348800119,-0.0004218325937395605,0.059811682574981435
2022-09-11,1089.13,1114.49,1082.05,1090.68,89650,97779462.0,0.0003944049529924776,0.00039432719580354686,0.043351051663964885
2022-09-12,1067.88,1070.25,1053.07,1068.01,51167,54646867.67,-0.02078519822496061,-0.02100425114649445,0.037953554713954236
2022-09-13,1094.21,1106.05,1080.36,1098.58,81291,89304666.78,0.028623327496933415,0.028221332982455414,0.04574674986909393
2022-09-14,1111.16,1121.91,1110.02,1116.63,75303,84085588.89000002,0.01643030093393305,0.016296784036359226,0.04624663090703913
2022-09-15,1117.1,1128.86,1107.4,1112.71,86361,96094748.31,-0.0035105630334131277,-0.003516739519351173,0.04592800374271932
2022-09-16,1119.29,1122.64,1106.36,1113.75,98229,109402548.75,0.0009346550314097701,0.0009342185133705801,0.041191618686304866
2022-09-17,1120.51,1129.36,1106.22,1118.41,14117,15788593.97,0.004184062850729697,0.004175333999331594,0.04100397174511044
2022-09-18,1069.03,1091.25,1068.66,1078.08,70710,76231036.8,-0.036060121064726,-0.03672635256616262,0.05779839247854196
2022-09-19,1076.05,1076.36,1066.14,1073.64,77054,82728256.56,-0.00411843276936763,-0.0041269368706829904,0.05351365925798015
2022-09-20,1051.52,1067.39,1056.98,1060.5,40949,43426414.5,-0.0122387392422042,-0.012314249342767898,0.043687831418618
2022-09-21,1037.66,1055.95,1042.01,1040.96,32547,33880125.120000005,-0.01842527109853842,-0.0185971307197505,0.03726946945453893
2022-09-22,1040.17,1043.1,1030.87,1035.84,91882,95175050.88,-0.004918536735321388,-0.0049306725471072515,0.03700732546245196
2022-09-23,1075.58,1073.73,1055.97,1072.3,78136,83785232.8,0.035198486252703054,0.034593182488220374,0.05812922754020796
2022-09-24,1087.9,1091.1,1073.43,1085.61,74619,81007132.58999999,0.012412571108831427,0.012336166748080737,0.06023524094158195
2022-09-25,1081.25,1083.26,1065.65,1074.69,71842,77207878.98,-0.010058860916903667,-0.01010979309266792,0.048165481260464375
2022-09-26,1089.44,1097.47,1072.99,1086.64,36990,40194813.6,0.011119485619108804,0.011058118632722701,0.04919569238940899
2022-09-27,1105.03,1124.77,1111.57,1115.13,26193,29208600.090000004,0.026218434808216173,0.02588062351192436,0.05126761814946167
2022-09-28,1132.27,1141.05,1123.84,1134.12,40109,45488419.08,0.017029404643404522,0.01688602976880512,0.041875762731255504
2022-09-29,1135.61,1150.51,1134.75,1135.81,29233,33203133.729999997,0.0014901421366346757,0.0014890329765750293,0.03921116202380081
2022-09-30,1122.58,1132.73,1111.64,1123.37,91730,103046730.1,-0.010952536075576114,-0.011012956676391652,0.03656283127416197
2022-10-01,1134.75,1148.89,1126.54,1137.84,44510,50645258.4,0.012880885193658376,0.01279863216682418,0.036649609536984845
2022-10-02,1141.06,1153.4,1134.79,1146.21,11306,12959050.26,0.00735604302889703,0.007329119298500001,0.031028766339476967
2022-10-03,1176.62,1182.16,1148.77,1164.61,13849,16128683.889999999,0.016052904790570643,0.015925419444871587,0.031741633156406365
2022-10-04,1175.87,1185.86,1163.94,1177.82,22360,26336055.2,0.011342852972239692,0.011279005172636868,0.02600483918944906
2022-10-05,1211.07,1209.68,1195.35,1199.31,55800,66921498.0,0.018245572328539073,0.018081119222213626,0.026513753368502663
2022-10-06,1183.4,1204.28,1173.19,1189.1,46963,55843703.3,-0.00851322843968616,-0.008549672956661416,0.030917553916831347
2022-10-07,1219.24,1227.35,1207.0,1215.95,64330,78222063.5,0.0225801025986041,0.02232894581614121,0.026480394561516293
2022-10-08,1221.55,1231.68,1220.25,1220.4,61707,75307222.80000001,0.0036596899543566153,0.0036530095828402813,0.027443677170481812
2022-10-09,1257.8,1262.54,1252.95,1262.41,28689,36217280.49,0.0344231399541135,0.033843918637239415,0.035923994711891054
2022-10-10,1246.79,1262.53,1235.89,1249.12,39084,48820606.08,-0.010527483147313665,-0.010583289107773283,0.04314443228068609
2022-10-11,1284.27,1294.62,1279.41,1284.34,50387,64714039.58,0.02819584987831436,0.027805664333041567,0.046729022970719646
2022-10-12,1284.58,1301.51,1272.14,1288.8,84816,109310860.8,0.003472600713206875,0.003466585157742364,0.046929559132643135
2022-10-13,1274.99,1287.19,1270.89,1276.27,12642,16134605.34,-0.009722222222222188,-0.009769791595805023,0.047512959536790224
2022-10-14,1255.27,1274.3,1259.5,1267.1,52137,66062792.699999996,-0.00718500003917677,-0.007210936462097083,0.047829200035130755
2022-10-15,1264.75,1275.66,1254.51,1261.19,89832,113295220.08,-0.004664193828426977,-0.004675105121940357,0.04899378237863091
2022-10-16,1276.31,1281.16,1268.72,1270.17,65561,83273615.37,0.007120259437515486,0.007095030079213018,0.03600969884121152
2022-10-17,1283.4,1284.68,1276.09,1281.13,72260,92574453.80000001,0.008628766228142792,0.008591751201763446,0.033936652333749005
2022-10-18,1281.48,1286.7,1263.71,1270.15,25438,32310075.700000003,-0.008570558803556283,-0.008607497249505734,0.020548872708425012
2022-10-19,1273.58,1273.01,1260.82,1270.17,58442,74231275.14,1.5746171712072154e-05,1.5746047742411724e-05,0.019836131080409335
2022-10-20,1319.23,1328.02,1318.52,1313.51,12994,17067748.94,0.03412141681822112,0.03355219358152876,0.03863881906854273
2022-10-21,1354.76,1366.0,1334.98,1348.56,11813,15930539.28,0.026684227756164747,0.02633441312838862,0.04162006269260458
2022-10-22,1344.04,1362.26,1344.26,1357.79,94381,128149577.99,0.006844337663878486,0.006821021513461179,0.03873271079502189
2022-10-23,1361.17,1368.44,1343.14,1359.05,65276,88713347.8,0.0009279785533844453,0.0009275482474758681,0.039848251419093046
2022-10-24,1355.04,1370.87,1359.41,1361.95,51243,69790403.85000001,0.0021338434936168937,0.002131570083083023,0.04056787255740526
2022-10-25,1368.82,1383.87,1366.19,1374.72,72912,100233584.64,0.009376261977311895,0.00933257768426313,0.03523434733873561
2022-10-26,1349.73,1373.92,1340.06,1354.77,70272,95202397.44,-0.0145120460893855,-0.014618375791703862,0.04290694129558388
2022-10-27,1348.55,1354.64,1334.98,1350.12,52051,70275096.11999999,-0.0034323169246440743,-0.003438220837651165,0.03329313892851729
2022-10-28,1320.5,1325.71,1299.85,1317.25,88854,117042931.5,-0.024345984060676007,-0.02464724728158559,0.03228104042846004
2022-10-29,1327.9,1343.25,1315.22,1325.73,92736,122942897.28,0.006437654203833798,0.0064170210135621455,0.03213464414580606
2022-10-30,1339.11,1347.56,1329.45,1339.17,75618,101265357.06,0.010137810866466035,0.010086767947646014,0.034775039054995904
2022-10-31,1333.62,1335.33,1327.8,1330.01,11920,15853719.2,-0.006840057647647502,-0.006863558066077416,0.03465967599000067
2022-11-01,1365.91,1373.31,1346.67,1361.99,87219,118791405.81,0.024044931992992513,0.023760404554072048,0.0428691612486919
2022-11-02,1340.19,1352.0,1330.28,1337.98,86872,116232998.56,-0.017628616950197906,-0.017785851645251108,0.04411367681552021
2022-11-03,1300.57,1317.22,1299.02,1309.19,91132,119309103.08,-0.021517511472518236,-0.021752388547860886,0.04849969941698165
2022-11-04,1310.48,1326.95,1304.34,1314.18,12093,15892378.74,0.0038115170448904667,0.0038042716186732013,0.04263114573467547
2022-11-05,1335.75,1338.74,1337.59,1335.62,22905,30592376.099999998,0.016314355719916573,0.01618270653649943,0.04545988144566278
2022-11-06,1373.46,1373.19,1363.85,1369.8,34351,47053999.8,0.025591111244216203,0.025269140263146344,0.051154870978064176
2022-11-07,1354.48,1368.92,1348.85,1361.12,40981,55780058.72,-0.006336691487808466,-0.006356853536230668,0.05104060203274392
2022-11-08,1383.14,1396.14,1373.44,1383.19,83903,116053790.57000001,0.016214587986364215,0.01608453550288004,0.047933950564261474
2022-11-09,1375.09,1396.73,1370.61,1382.92,80821,111768977.32000001,-0.00019520094853198167,-0.00019522000271677252,0.042267142880378604
2022-11-10,1385.1,1384.06,1366.05,1379.97,92289,127356051.33,-0.0021331675006508455,-0.0021354459432201696,0.03097811502001895
2022-11-11,1399.36,1411.77,1392.26,1398.14,94021,131454520.94000001,0.013166952904773321,0.01308102205677313,0.031068172822115787
2022-11-12,1404.96,1422.52,1404.27,1411.69,88513,124952916.97,0.009691447208433956,0.009644786365773246,0.02993443517159024
2022-11-13,1373.9,1386.27,1371.37,1380.66,29874,41245836.84,-0.02198074648116799,-0.02222592251652616,0.03504893346630399
2022-11-14,1412.63,1414.02,1396.83,1410.69,60931,85954752.39,0.02175046716787632,0.021517300685415304,0.03896890110109347
2022-11-15,1445.67,1449.94,1429.97,1438.79,17674,25429174.46,0.019919330256824574,0.01972353618505492,0.04031130233950556
2022-11-16,1421.3,1443.23,1425.69,1426.78,60516,86343018.48,-0.0083472918216001,-0.008382325556068918,0.042465404285764154
2022-11-17,1439.13,1445.38,1426.19,1435.2,70686,101448547.2,0.005901400356046471,0.00588405529959274,0.041763620164243134
2022-11-18,1442.87,1450.91,1431.91,1445.58,79212,114507282.96,0.007232441471571871,0.007206412792003816,0.040942015221877764
2022-11-19,1455.41,1451.95,1434.51,1451.29,12426,18033729.54,0.003949971637681848,0.003942190981895674,0.04054456693189104
2022-11-20,1444.2,1458.44,1429.38,1440.79,78498,113099133.42,-0.007234942706144221,-0.0072612418293327265,0.030882477732520508
2022-11-21,1428.63,1443.06,1425.29,1427.86,39943,57033011.98,-0.008974243297080076,-0.009014754371413034,0.028051196718898826
2022-11-22,1418.67,1439.35,1419.88,1427.84,76395,109079836.8,-1.400697547382368e-05,-1.4007073572420686e-05,0.018646215117856264
2022-11-23,1455.2,1469.19,1439.42,1451.8,54816,79581868.8,0.016780591662931554,0.01664135304662739,0.023412772747063153
2022-11-24,1465.68,1474.29,1448.84,1463.17,14138,20686297.46,0.007831657253065227,0.007801149008618515,0.02381270495469003
2022-11-25,1458.31,1463.6,1443.72,1456.26,85945,125158265.7,-0.004722622798444487,-0.004733809616135739,0.02420039766864794
2022-11-26,1473.17,1484.97,1463.45,1472.19,14017,20635687.23,0.010938980676527654,0.010879582802953845,0.02608789190663812
2022-11-27,1411.33,1421.57,1401.43,1415.72,20451,28952889.72,-0.03835782066173521,-0.03911285245865978,0.048852527518597415
2022-11-28,1444.61,1444.22,1432.4,1439.2,72956,104998275.2,0.01658520046336842,0.0164491680488064,0.05146216144629048
2022-11-29,1409.39,1418.76,1393.98,1404.9,20278,28488562.200000003,-0.02383268482490264,-0.024121277778717497,0.05739224679063548
2022-11-30,1392.78,1412.43,1384.4,1398.15,53764,75170136.60000001,-0.004804612427930843,-0.00481619168233,0.0529646721137873
2022-12-01,1382.83,1379.89,1363.38,1376.26,11134,15323278.84,-0.01565640310410188,-0.0157802590430767,0.051343105818088465
2022-12-02,1351.53,1354.68,1337.87,1350.87,72943,98536510.41,-0.018448548966038425,-0.018620845820429215,0.05195087879122222
2022-12-03,1375.23,1382.36,1361.71,1374.58,64318,88410236.44,0.01755165189840624,0.017399400582705473,0.055409150667705735
2022-12-04,1364.85,1372.17,1360.97,1365.73,70128,95775913.44,-0.006438330253604629,-0.006459145694387674,0.04362413681465864
2022-12-05,1372.77,1385.54,1363.07,1373.16,98056,134646576.96,0.005440313971282862,0.005425568917536187,0.038332592205580704
2022-12-06,1379.58,1382.96,1367.27,1372.72,31869,43747213.68,-0.0003204287919834625,-0.00032048014025809853,0.03269478119185526
2022-12-07,1387.93,1398.59,1374.21,1382.76,15039,20795327.64,0.007313946034151142,0.007287328836557801,0.034247841107638385
2022-12-08,1389.86,1396.38,1380.64,1384.8,31281,43317928.8,0.0014753102490669967,0.0014742230480759792,0.02998285069220034
2022-12-09,1360.56,1366.42,1347.91,1359.64,20442,27793760.880000003,-0.018168688619295104,-0.018335766055040524,0.02976706970350399
2022-12-10,1384.51,1380.61,1379.89,1380.06,83788,115632467.28,0.015018681415668755,0.014907017660008785,0.028221965349716258
2022-12-11,1366.52,1381.59,1357.6,1370.69,37586,51518754.34,-0.006789559874208262,-0.006812713798668314,0.028326701237448258
2022-12-12,1342.97,1341.51,1329.98,1340.06,63053,84494803.17999999,-0.02234640947260147,-0.022599873606359885,0.03559354687188095
2022-12-13,1331.23,1338.71,1312.48,1331.99,60489,80570743.11,-0.006022118412608357,-0.00604032449729403,0.03545944894360314
2022-12-14,1352.21,1368.9,1353.53,1362.51,93104,126855131.04,0.022913084933070094,0.022654522395361358,0.043693369279826505
2022-12-15,1372.08,1387.47,1371.04,1380.01,96346,132958443.46,0.012843942429780375,0.012762158541800354,0.04616131321827487
2022-12-16,1370.23,1376.96,1360.13,1373.54,77087,105882077.98,-0.004688371823392656,-0.004699396711249124,0.04182291641423761
2022-12-17,1369.13,1373.43,1357.79,1367.06,22625,30929732.5,-0.004717736651280613,-0.004728900296098955,0.038965414507124776
2022-12-18,1357.81,1376.85,1349.75,1361.12,44397,60429644.63999999,-0.004345090925050865,-0.004354558266884905,0.03863968805950788
2022-12-19,1400.2,1418.87,1388.19,1403.16,68671,96356400.36,0.030886328905607385,0.030418945712653443,0.04039802541748125
2022-12-20,1415.11,1428.96,1402.63,1411.3,76897,108524736.1,0.005801191596111588,0.005784429479733828,0.03773332952300862
2022-12-21,1417.62,1430.45,1404.42,1420.4,36149,51346039.6,0.006447955785446213,0.006427256648971711,0.033796340398159395
2022-12-22,1448.16,1452.86,1439.9,1441.5,70030,100948245.0,0.014854970430864478,0.01474571600952398,0.034317376552072905
2022-12-23,1452.6,1462.58,1428.76,1446.78,79906,115606402.67999999,0.0036628511966700916,0.0036561592932118554,0.032163035580051305
2022-12-24,1442.21,1444.75,1441.04,1442.1,15283,22039614.299999997,-0.003234769626342726,-0.00324001280364416,0.03153517104684688
2022-12-25,1442.44,1452.7,1421.91,1438.67,17610,25334978.700000003,-0.0023784758338533107,-0.0023813089006448802,0.03071095026844513
2022-12-26,1440.83,1454.25,1437.07,1437.74,53326,76668923.24,-0.0006464303836182239,-0.0006466394098241042,0.016645355734547253
2022-12-27,1436.27,1443.05,1417.59,1437.49,24924,35828000.76,-0.00017388401240836515,-0.00017389913198597804,0.016748223859699336
2022-12-28,1456.86,1469.46,1441.74,1452.55,86162,125154613.1,0.01047659461978867,0.010422095415942113,0.018217775294509825
2022-12-29,1459.13,1474.38,1448.81,1454.09,10869,15804504.209999999,0.0010602044680045886,0.0010596428481671229,0.012264234863353976
2022-12-30,1464.48,1483.13,1449.91,1469.24,11014,16182209.36,0.010418887414121558,0.010364984886282541,0.015271094050131898
2022-12-31,1468.89,1481.1,1463.57,1468.12,20103,29513616.36,-0.0007622988756091909,-0.0007625895731387235,0.014418498210320409
2023-01-01,1470.91,1474.6,1461.33,1470.2,92522,136025844.4,0.0014167779200611186,0.001415775237164662,0.013363358596857274
2023-01-02,1434.98,1446.08,1407.71,1430.73,43458,62176664.34,-0.026846687525506785,-0.027213642430987523,0.03341339951353946
2023-01-03,1447.34,1454.43,1437.58,1449.56,92409,133952390.03999999,0.013161113557414783,0.013075258580014158,0.03616911776332067
2023-01-04,1454.0,1468.84,1457.12,1456.99,33248,48442003.52,0.005125693313833279,0.005112601664655523,0.034958215639801386
2023-01-05,1478.3,1489.81,1468.82,1477.45,99160,146503942.0,0.014042649572062915,0.013944965006419596,0.03750811278650696
2023-01-06,1425.93,1413.54,1411.83,1420.03,53516,75994325.48,-0.03886425936579918,-0.03963963062738601,0.0544390237841491
2023-01-07,1456.3,1474.32,1451.35,1462.29,39061,57118509.69,0.02975993464926807,0.029325701919724795,0.06447518483561478
2023-01-08,1454.88,1483.11,1450.22,1460.0,34170,49888200.0,-0.0015660368326392282,-0.0015672643500455206,0.06443707869510329
2023-01-09,1480.06,1482.21,1469.94,1482.66,18024,26723463.84,0.015520547945205632,0.015401336146940092,0.05797483627240343
2023-01-10,1460.65,1472.1,1460.01,1462.37,92214,134850987.17999998,-0.013684863690934024,-0.01377936458305097,0.05985060933710784
2023-01-11,1466.29,1475.39,1467.86,1475.12,95947,141533338.64,0.008718723715612331,0.008680935130637963,0.06022401007635016
2023-01-12,1462.04,1460.08,1442.99,1454.55,53803,78259153.64999999,-0.013944628233635181,-0.014042767978244226,0.06012440813874889
2023-01-13,1441.93,1442.93,1436.39,1442.58,29296,42261823.68,-0.00822934928328356,-0.008263397302121908,0.04313610693493683
2023-01-14,1479.96,1492.16,1465.88,1481.36,96664,143194183.04,0.026882391271194628,0.026527407613017338,0.04113115823064977
2023-01-15,1486.16,1492.01,1471.76,1478.05,28257,41765258.85,-0.002234433223524346,-0.002236933294294611,0.04120147878733639
2023-01-16,1486.48,1494.94,1472.18,1482.89,22855,33891450.95,0.0032745847569433106,0.0032692349799621464,0.03818972359858953
2023-01-17,1498.12,1506.14,1491.32,1500.8,95178,142843142.4,0.012077767062964817,0.012005412836732168,0.03595758922905684
2023-01-18,1512.03,1518.16,1506.28,1511.21,30025,45374080.25,0.006936300639658999,0.006912355171254128,0.03571477085896032
2023-01-19,1514.51,1526.08,1504.41,1514.72,14458,21899821.76,0.0023226421212141357,0.002319948957366891,0.029585451889269566
2023-01-20,1529.76,1528.02,1519.08,1522.52,73610,112072697.2,0.005149466568078465,0.005136253406188946,0.024808066667341686
2023-01-21,1570.25,1574.44,1563.3,1571.08,80843,127010820.44,0.03189449071276562,0.031396424151314335,0.029206022255009793
2023-01-22,1563.22,1579.24,1560.28,1570.43,93961,147559173.23000002,-0.00041372813605922154,-0.00041381374515791456,0.028479201649738512
2023-01-23,1565.57,1580.23,1572.09,1574.95,59831,94230833.45,0.0028781925969321165,0.0028740585311449562,0.028569084076942045
2023-01-24,1603.84,1608.53,1583.35,1596.47,53427,85294602.69,0.013663925838915514,0.013571416148666814,0.0288283253491642
2023-01-25,1615.13,1635.57,1607.78,1619.08,48506,78535094.47999999,0.014162496006814962,0.014063144802139743,0.02915890485401415
2023-01-26,1646.67,1666.31,1630.66,1643.32,15668,25747537.759999998,0.01497146527657689,0.014860499070569012,0.028056708716885467
2023-01-27,1656.95,1668.28,1646.58,1656.59,57195,94748665.05,0.008075116228123624,0.008042686940277533,0.027413723018113272
2023-01-28,1632.15,1647.46,1629.99,1634.23,83233,136021865.59,-0.013497606529074724,-0.013589527297448027,0.027297870007379
2023-01-29,1666.1,1674.4,1657.4,1667.4,34417,57386905.800000004,0.020297020615213324,0.02009378158823665,0.029606465535056255
2023-01-30,1652.89,1652.29,1631.86,1644.97,91982,151307630.54,-0.013452081084322942,-0.013543380025405286,0.036930568843693425
2023-01-31,1644.29,1667.95,1647.48,1651.53,20751,34270899.03,0.003987914673215798,0.003979984019018129,0.035933347145465644
2023-02-01,1635.01,1645.56,1632.5,1636.94,56218,92025492.92,-0.008834232499560946,-0.008873485683657699,0.03638530812443354
2023-02-02,1640.69,1646.52,1627.39,1636.16,17352,28390648.32,-0.0004764988331887876,-0.0004766123948338965,0.03291498985650938
2023-02-03,1636.82,1659.35,1635.09,1643.23,89052,146332917.96,0.004321093291609568,0.004311784175397529,0.031966711922311764
2023-02-04,1656.75,1658.82,1640.24,1650.16,98835,163093563.6,0.004217303724980637,0.0042084358233067986,0.02867618851887168
2023-02-05,1663.56,1676.6,1650.56,1659.1,38927,64583785.699999996,0.005417656469675514,0.005403033758970673,0.019921383327500305
2023-02-06,1693.23,1704.74,1681.07,1691.87,51094,86444405.78,0.01975167259357491,0.01955913941381783,0.022396907853595712
2023-02-07,1698.93,1713.72,1685.34,1701.44,64122,109099735.68,0.005656462967012832,0.005640525252846239,0.022455270577658788
2023-02-08,1690.0,1703.82,1684.37,1697.06,39493,67021990.58,-0.002574290013165337,-0.0025776091952832174,0.018736071480885137
2023-02-09,1720.38,1729.39,1706.56,1716.84,83539,143423096.76,0.011655451192061461,0.011588049645552415,0.018388234682709313
2023-02-10,1754.88,1748.99,1736.67,1741.13,41707,72617308.91000001,0.014148086018499262,0.0140489359443409,0.0193565454546848
2023-02-11,1717.81,1729.43,1710.69,1717.08,78814,135329943.12,-0.013812868654264898,-0.013909154003939956,0.029572035865940042
2023-02-12,1720.4,1739.02,1715.32,1729.53,17296,29913950.88,0.007250681389335378,0.00722452157391121,0.029608280539762357
2023-02-13,1746.34,1758.89,1736.39,1744.05,35398,61735881.9,0.008395344399923621,0.008360299502171695,0.025419810677318324
2023-02-14,1742.9,1748.44,1733.44,1738.6,45842,79700901.2,-0.0031249104096786606,-0.0031298031377629564,0.02639049832945561
2023-02-15,1762.03,1786.8,1746.12,1766.61,23261,41093115.21,0.01611066375244441,0.01598226424101241,0.028207036256043847
2023-02-16,1760.89,1772.74,1746.49,1764.11,86709,152964213.98999998,-0.0014151397308970193,-0.0014161419867923515,0.028057678638648595
2023-02-17,1763.39,1774.45,1757.75,1767.13,66704,117874639.52000001,0.0017119113887458237,0.001710447738632479,0.025430566710199227
2023-02-18,1761.51,1775.89,1759.58,1764.16,77173,136145519.68,-0.0016806912903973847,-0.0016821052364975457,0.01841134959356301
2023-02-19,1764.11,1780.36,1751.36,1764.98,41781,73742629.38,0.00046481044803181604,0.00046470245711775716,0.01821183902436572
2023-02-20,1739.25,1758.9,1736.0,1743.55,23652,41238444.6,-0.012141780643406763,-0.012216094207276252,0.022199786662777346
2023-02-21,1709.07,1726.08,1700.81,1715.25,15103,25905420.75,-0.01623125233001632,-0.01636442208016018,0.027629178407922013
2023-02-22,1748.51,1759.33,1740.08,1747.64,35500,62041220.0,0.01888354467278819,0.01870746377718714,0.029744058364248586
2023-02-23,1730.29,1742.9,1712.97,1731.2,45529,78819804.8,-0.009406971687532906,-0.009451496696025007,0.03077190997801179
2023-02-24,1709.69,1716.48,1704.47,1711.87,28452,48706125.239999995,-0.011165665434380911,-0.011228469413090495,0.0313283651977452
2023-02-25,1669.72,1684.42,1647.48,1669.3,59393,99144734.89999999,-0.02486754251198975,-0.025181963377729596,0.0371089999908401
2023-02-26,1649.42,1660.74,1646.05,1657.03,41174,68226553.22,-0.007350386389504582,-0.007377533589620646,0.035855185197102554
2023-02-27,1632.38,1635.68,1614.14,1631.06,74450,121432417.0,-0.015672619083541006,-0.015796733080254324,0.03640262200561993
2023-02-28,1662.33,1674.68,1657.1,1664.4,45436,75623678.4,0.020440695008154375,0.020234587917319014,0.045615666755583595
2023-03-01,1686.3,1693.5,1681.66,1685.1,57406,96734850.6,0.012436914203316496,0.012360211097710497,0.04219410651668724
2023-03-02,1673.84,1685.82,1673.37,1671.84,73059,122142958.55999999,-0.007868969200640952,-0.007900092920696017,0.04204022733348692
2023-03-03,1723.04,1729.62,1701.0,1717.39,25954,44573140.06,0.02724543018470671,0.026880880180303532,0.05161839792400525
2023-03-04,1738.04,1748.21,1727.18,1737.52,92722,161106329.44,0.011721274725018604,0.011653112697961036,0.042630988386437266
2023-03-05,1736.86,1735.9,1727.76,1731.52,22356,38709861.12,-0.0034531976610341353,-0.003459173709695025,0.0413882497129265
2023-03-06,1680.43,1692.17,1665.45,1682.04,12187,20499021.48,-0.028576048789502928,-0.02899229299140385,0.05066459258376961
2023-03-07,1726.98,1738.09,1712.58,1728.35,87243,150786439.04999998,0.027532044422249102,0.027159853687598826,0.053579689943758974
2023-03-08,1700.61,1712.17,1684.15,1701.06,45098,76714403.88,-0.015789625943819274,-0.015915610008187753,0.05665838851135559
2023-03-09,1672.53,1676.51,1665.35,1668.66,31225,52103908.5,-0.01904694719762967,-0.019230677032501902,0.05985834334013171
2023-03-10,1692.76,1702.22,1673.37,1689.61,13606,22988833.66,0.012554984238850153,0.012476823945157726,0.053646106898050896
2023-03-11,1739.58,1747.17,1726.98,1738.9,67620,117584418.0,0.029172412568581052,0.028754996332989533,0.061060259202296054
2023-03-12,1760.95,1779.23,1749.95,1767.09,42828,75680930.52,0.0162113980102363,0.016081396420670014,0.06282752625383202
2023-03-13,1781.93,1792.85,1766.15,1778.87,36489,64909187.43,0.0066663271253868395,0.006644205425949615,0.05064529450805603
2023-03-14,1786.95,1798.59,1780.4,1791.26,24387,43683457.62,0.006965095819256195,0.006940951585805297,0.0454933129037805
2023-03-15,1804.25,1814.97,1792.53,1808.83,79463,143735058.29,0.009808737983318938,0.009760944587373732,0.03833268541865907
2023-03-16,1818.82,1836.89,1810.25,1824.51,81832,149303302.32,0.008668586876599882,0.008631230407346079,0.020614715223903655
2023-03-17,1830.22,1834.03,1815.22,1830.63,12591,23049462.330000002,0.0033543252708947424,0.003348712070713619,0.022676654182318873
2023-03-18,1839.27,1848.77,1825.66,1833.22,58516,107272701.52,0.0014148134795124445,0.0014138135739303588,0.012565552444090954
2023-03-19,1827.64,1842.52,1823.33,1832.46,72061,132048900.06,-0.0004145710825760318,-0.0004146570409253375,0.010073461330453124
2023-03-20,1826.28,1827.31,1816.55,1817.88,76736,139496839.68,-0.007956517468321267,-0.007988339460653991,0.01630681522789557
2023-03-21,1817.32,1825.5,1805.57,1812.77,91257,165427951.89,-0.002810966620459099,-0.0028149248064223307,0.016541800073561836
2023-03-22,1772.09,1791.83,1765.46,1779.41,71753,127678005.73,-0.01840277586235428,-0.018574213485067822,0.023321822202140543
2023-03-23,1776.03,1787.98,1765.12,1777.94,94774,168502485.56,-0.0008261165217684496,-0.0008264579440715734,0.01977839404305477
2023-03-24,1753.47,1773.07,1753.57,1758.67,21087,37085074.29,-0.01083838599727771,-0.010897549180087257,0.018974753541092567
2023-03-25,1740.43,1743.74,1720.69,1737.1,40816,70901473.6,-0.01226495021806262,-0.012340785434706028,0.017888304189696703
2023-03-26,1736.26,1754.76,1716.33,1741.2,33408,58170009.6,0.0023602555984112428,0.0023574745702648783,0.019358723485084214
2023-03-27,1761.43,1774.15,1764.05,1769.54,10136,17936057.44,0.016276131403629712,0.01614509510760264,0.030303452051759317
2023-03-28,1786.78,1800.96,1779.43,1788.41,27413,49025683.330000006,0.010663788329170254,0.010607331148695828,0.03362854969023803
2023-03-29,1763.34,1765.86,1750.6,1757.5,69500,122146250.0,-0.017283508815092774,-0.01743461224962102,0.032983741167979884
2023-03-30,1737.24,1741.65,1728.68,1738.2,94514,164284234.8,-0.010981507823613068,-0.011042249681460234,0.034202342073896615
2023-03-31,1759.51,1768.8,1746.15,1757.52,66358,116625512.16,0.011114946496375566,0.011053629417564301,0.03548087691881047
2023-04-01,1740.55,1748.2,1731.86,1738.37,76197,132458578.88999999,-0.010896035322499942,-0.010955831875656383,0.03494614041033398
2023-04-02,1726.81,1736.66,1725.76,1734.38,42854,74325120.52000001,-0.0022952535996363377,-0.0022978917317408665,0.03490603315842435
2023-04-03,1741.38,1745.31,1735.44,1745.88,86240,150564691.20000002,0.006630611515354268,0.006608725701770994,0.030620992652659173
2023-04-04,1727.04,1736.25,1714.65,1727.01,26322,45458357.22,-0.010808302976149653,-0.010867136997427359,0.027765810528426586
